EmployeeID,BenefitID,UsageFrequency,LastUsedDate
814,18,7,2024-05-21
3107,5,1,2024-01-23
2160,22,7,2023-09-29
1729,2,6,2024-02-14
92,26,4,2023-08-24
4923,15,1,2024-02-24
4324,8,7,2024-02-06
1764,25,7,2024-05-05
3380,13,0,2023-08-14
1451,13,1,2024-07-12
3103,29,4,2023-08-29
2580,29,0,2024-02-13
449,6,0,2023-08-11
4789,22,10,2023-11-01
2128,11,1,2024-03-03
2140,17,2,2024-01-13
3603,5,0,2024-02-29
3476,24,4,2023-10-20
3319,5,5,2024-01-19
2316,12,4,2024-05-02
1347,30,4,2023-08-19
4018,2,0,2023-10-25
1342,18,9,2023-11-13
3041,26,1,2024-06-21
4416,18,5,2023-10-18
4380,13,0,2024-01-23
4960,5,5,2023-11-28
3235,6,0,2024-07-10
3944,20,4,2023-08-13
418,17,4,2023-10-20
4981,18,5,2024-07-18
1080,8,1,2023-09-30
3297,26,6,2024-01-05
95,9,5,2024-01-17
714,20,0,2023-09-02
3804,21,9,2024-02-15
2422,24,5,2024-04-15
3524,6,9,2024-07-08
2615,19,3,2024-04-25
1824,10,7,2024-04-27
1059,8,0,2024-07-25
3508,23,0,2024-01-05
3640,25,0,2024-07-30
2042,20,3,2023-09-18
3227,27,5,2023-11-17
4388,6,5,2023-10-28
1586,16,4,2023-12-06
2575,28,1,2023-10-06
1890,2,2,2024-02-03
2088,5,5,2023-10-26
2388,6,0,2024-01-30
2630,15,2,2024-05-28
2768,29,7,2024-03-12
844,5,0,2023-12-02
528,7,5,2024-06-17
4681,23,10,2024-04-02
1114,12,0,2024-05-27
2789,26,0,2023-10-17
2069,1,0,2023-08-28
334,1,0,2023-12-09
876,25,3,2023-11-17
4792,8,4,2024-06-11
1216,1,0,2024-01-13
1110,26,5,2024-06-05
3839,28,2,2023-09-07
2775,26,1,2024-03-03
2954,5,3,2024-02-14
1521,22,8,2024-01-25
364,24,5,2023-11-09
2014,25,1,2023-10-05
146,27,1,2024-03-05
286,10,4,2024-06-11
1377,6,2,2024-01-10
3687,26,8,2023-10-12
3996,15,8,2024-05-09
1138,1,4,2023-12-14
1354,12,4,2024-01-19
3109,12,6,2024-03-04
4346,17,0,2024-02-22
2044,21,10,2023-10-18
4833,7,10,2024-08-03
1755,19,10,2024-02-27
3047,4,8,2023-09-10
3608,18,0,2023-10-24
4354,1,2,2023-12-19
1694,20,0,2024-04-09
3465,26,0,2024-04-13
2857,5,10,2024-02-04
586,8,0,2024-03-31
1773,4,3,2024-07-17
1948,15,7,2024-06-17
4276,20,0,2023-09-15
3187,5,3,2023-08-12
3502,25,8,2023-08-26
953,23,8,2023-08-31
1721,24,5,2023-10-05
1106,28,0,2023-09-30
323,24,0,2024-05-14
72,15,0,2024-02-14
2523,17,2,2023-10-09
598,11,3,2023-10-28
3864,7,2,2024-04-14
179,14,2,2023-08-20
1496,20,0,2024-05-14
3968,4,10,2024-04-21
35,28,1,2023-12-13
3083,2,7,2024-05-07
538,2,1,2024-02-12
1092,14,3,2024-03-10
1836,9,0,2023-09-10
1645,5,3,2023-12-22
440,22,1,2024-04-14
3310,13,4,2023-12-14
3723,16,6,2024-02-08
972,9,3,2024-03-19
2736,10,5,2023-09-22
4718,17,5,2023-11-04
2289,21,6,2024-07-31
3257,14,9,2023-12-30
1912,24,4,2024-03-28
3471,21,2,2023-09-18
1715,2,8,2023-08-24
4643,28,1,2024-04-12
1822,2,2,2023-12-29
3505,20,0,2024-07-03
1454,23,7,2023-11-06
941,11,8,2023-10-05
2336,3,9,2024-04-20
3095,25,5,2024-07-03
4959,3,3,2024-01-12
2673,29,3,2023-09-15
4571,2,4,2023-09-09
4670,19,10,2024-01-18
4614,9,3,2024-02-05
498,26,2,2024-02-15
2425,20,0,2024-01-30
4494,27,10,2023-08-23
1630,29,0,2023-11-04
1592,27,6,2023-12-22
410,24,9,2024-04-07
3722,20,0,2024-06-16
4072,13,4,2023-09-07
3870,14,8,2023-12-24
3042,11,7,2024-04-04
314,4,2,2023-09-18
692,20,2,2024-02-22
3194,20,4,2024-03-15
4489,25,3,2023-08-26
3484,6,4,2024-06-13
92,14,6,2023-10-06
2047,18,2,2024-02-15
2433,28,7,2023-12-29
1574,14,7,2023-12-25
196,9,2,2024-08-02
3037,17,0,2024-07-26
2434,8,6,2024-07-25
4178,24,0,2024-05-16
4695,2,0,2024-05-18
1411,8,2,2024-01-31
2414,22,0,2024-01-05
3711,21,0,2024-07-17
2663,21,3,2024-07-18
1629,6,2,2023-09-12
1275,13,10,2024-04-01
17,14,5,2023-11-08
1284,10,5,2023-11-18
2361,11,0,2024-05-26
624,13,8,2023-10-05
2995,2,0,2024-02-24
4645,6,0,2024-05-05
338,2,8,2024-01-16
1764,16,5,2024-07-21
62,21,1,2024-03-12
3823,29,1,2023-10-22
2019,22,4,2024-07-14
3869,22,5,2023-08-08
1187,13,3,2024-04-26
3068,30,3,2023-12-12
579,11,4,2024-06-02
2747,5,10,2024-06-10
4631,29,0,2024-05-20
1725,2,5,2024-06-25
40,27,8,2024-01-04
2183,20,5,2023-10-12
2287,11,5,2024-06-21
1192,5,6,2024-03-12
992,10,7,2023-12-26
1850,19,1,2023-09-03
279,11,1,2023-08-29
564,16,6,2024-03-28
4152,17,1,2023-09-06
2961,20,0,2023-12-08
1083,7,10,2024-05-10
2040,30,3,2023-09-17
1011,18,6,2024-02-23
2511,14,0,2023-12-26
918,3,0,2024-07-07
4671,29,2,2023-11-16
4222,8,3,2024-03-29
581,10,9,2024-05-10
1236,27,0,2023-10-03
2163,7,0,2024-02-06
1565,8,10,2024-07-04
4481,21,3,2023-10-09
1116,9,2,2024-01-08
959,9,10,2024-07-11
433,14,7,2024-07-11
809,16,5,2023-10-02
3866,19,1,2024-02-04
2681,7,9,2024-04-13
4498,25,3,2023-12-13
4357,17,4,2023-10-18
1432,17,0,2024-06-09
91,8,2,2023-08-10
3358,4,7,2024-07-12
3221,28,4,2024-06-29
4581,25,0,2024-06-19
4225,26,3,2024-02-13
2028,16,3,2023-10-22
4782,12,3,2024-08-03
1614,23,3,2024-06-14
453,20,0,2024-04-18
4909,23,0,2024-01-20
1293,6,7,2024-04-21
3006,1,4,2023-08-15
2303,26,8,2023-12-05
460,3,4,2024-03-03
3352,5,2,2023-09-25
4046,13,1,2023-08-13
3709,1,5,2024-02-11
2300,8,0,2024-01-25
256,5,4,2024-01-20
1209,7,0,2023-10-31
883,10,1,2024-03-04
1634,17,5,2023-09-29
2928,1,4,2023-11-18
2040,11,2,2024-03-26
1031,22,3,2024-06-28
3281,7,0,2024-02-05
3920,4,6,2024-04-23
4668,14,5,2023-11-05
305,23,8,2024-05-27
475,10,0,2023-12-31
38,16,5,2024-02-15
1594,12,4,2024-07-17
4487,24,6,2024-06-10
988,14,0,2023-11-17
2795,9,7,2024-05-07
2897,23,0,2023-10-09
4850,29,0,2024-06-07
2117,21,0,2024-07-18
135,13,5,2024-05-02
4725,16,0,2024-04-16
805,17,1,2023-10-11
3541,28,5,2023-09-29
138,5,7,2023-11-03
4271,4,1,2024-02-11
887,12,3,2023-12-15
1063,11,7,2023-10-09
2123,25,10,2024-01-28
4309,28,9,2023-08-31
820,28,3,2024-05-24
4830,30,0,2023-08-27
3813,30,5,2023-09-16
4938,21,2,2023-11-30
3282,15,10,2023-08-24
3086,12,0,2023-08-16
4315,12,5,2024-01-22
539,13,9,2024-07-14
865,22,6,2023-12-09
1387,27,6,2024-07-07
4908,9,0,2023-12-11
2601,7,0,2023-12-07
4843,17,2,2024-01-27
3906,15,1,2024-05-30
4603,15,1,2024-02-13
3319,1,6,2024-06-08
1750,14,1,2023-08-25
288,4,1,2024-03-26
951,14,10,2024-07-04
3043,28,0,2024-05-01
853,25,2,2023-08-27
4530,28,4,2024-05-19
3358,3,0,2023-12-29
1772,2,0,2023-08-10
2059,15,0,2023-10-20
2784,25,1,2023-12-17
498,29,2,2024-06-15
968,12,0,2024-07-31
4111,11,8,2024-06-18
2509,13,8,2024-08-02
2148,24,0,2023-09-04
897,3,6,2024-02-23
8,30,0,2023-10-12
1756,30,1,2023-10-04
896,27,0,2024-03-27
3196,27,1,2024-01-10
3147,23,5,2024-07-25
3627,12,6,2023-12-28
4299,15,7,2023-10-27
4790,12,3,2024-02-07
2905,29,8,2024-02-07
128,19,2,2024-04-29
1216,24,0,2024-01-27
4750,27,3,2023-11-27
1391,15,0,2024-01-21
2321,5,6,2024-02-27
2593,27,0,2024-02-04
18,9,5,2024-04-07
1608,17,0,2023-11-08
808,18,0,2023-09-28
2072,23,4,2024-06-15
3581,28,10,2024-05-12
625,5,1,2024-06-10
4435,18,2,2024-06-30
1799,25,0,2023-10-23
3575,14,8,2024-07-06
1942,12,5,2024-04-10
180,30,4,2023-08-12
3866,6,6,2023-08-30
2998,19,0,2023-10-29
2341,9,0,2023-09-05
64,19,2,2023-12-30
4177,20,10,2024-04-18
4166,21,4,2024-07-03
1288,6,7,2024-07-09
1734,26,8,2023-08-09
732,5,3,2023-10-25
4622,4,6,2023-11-23
3131,14,0,2024-02-12
4897,7,0,2024-03-15
2006,3,5,2024-03-21
144,14,0,2024-05-28
1669,30,8,2023-12-06
4266,8,2,2024-05-28
3505,12,0,2024-03-17
2672,6,2,2023-11-12
742,21,3,2024-02-06
1349,5,9,2023-10-03
3482,7,10,2023-11-17
4198,10,0,2024-01-10
2460,30,3,2024-06-22
3219,23,0,2024-06-05
3284,7,4,2024-01-05
3512,20,4,2023-10-12
752,23,3,2024-01-24
419,24,4,2024-04-12
2496,2,1,2024-04-07
1156,29,3,2024-04-21
249,16,0,2023-09-29
788,3,2,2024-06-30
1335,25,3,2023-12-01
4399,17,4,2023-12-17
1908,24,0,2023-10-01
2368,22,0,2024-07-17
4970,8,2,2024-03-27
3081,16,0,2024-06-26
1174,22,0,2024-06-30
2693,14,4,2023-10-03
644,4,7,2024-06-03
3594,10,0,2024-01-20
589,11,4,2024-07-10
3651,21,0,2023-11-18
2895,18,5,2024-07-31
3858,12,0,2024-06-18
3168,25,4,2023-09-09
3799,27,2,2024-04-13
2325,3,0,2024-03-12
1602,15,6,2023-09-15
4387,3,1,2024-04-03
1619,8,3,2024-06-25
2744,12,0,2024-02-28
1119,8,5,2024-01-09
4628,28,9,2024-06-15
4813,11,4,2024-07-17
4153,19,7,2023-11-13
4943,1,9,2024-06-19
4902,8,0,2023-10-20
1126,23,0,2024-07-23
3688,12,0,2024-04-21
2870,6,0,2023-11-05
1478,25,5,2023-12-04
2301,22,0,2024-07-18
968,9,10,2023-09-11
3687,11,1,2024-01-18
3716,30,0,2023-08-18
2817,2,7,2024-01-26
4525,27,3,2024-06-01
4689,24,3,2024-04-29
2448,17,6,2024-02-06
4134,30,5,2024-07-30
456,7,3,2024-05-01
3678,10,0,2024-05-05
2234,29,2,2024-01-11
1542,23,8,2023-12-18
390,19,4,2024-05-28
3482,4,0,2023-12-26
4069,10,2,2024-07-02
1554,15,0,2024-03-03
1531,29,1,2024-05-30
2923,8,8,2024-02-02
881,12,1,2024-05-21
3261,20,1,2024-04-11
1816,25,8,2024-02-08
2424,30,0,2023-10-07
1568,15,2,2023-11-14
2833,30,4,2024-04-05
1055,19,5,2024-03-30
3130,11,1,2024-04-20
3465,19,5,2024-05-21
4328,29,3,2023-08-07
1527,29,1,2023-11-15
3478,5,0,2023-10-30
4077,8,0,2024-04-08
4023,30,6,2024-01-30
4333,5,6,2024-01-17
995,9,8,2024-02-14
1921,9,6,2023-10-29
822,29,1,2024-07-25
1819,30,1,2023-08-08
167,3,3,2024-02-19
1594,30,2,2024-05-03
3069,28,6,2024-02-28
466,12,4,2024-02-12
1925,11,2,2023-08-25
3492,27,3,2024-05-22
3371,17,6,2024-07-14
1395,16,1,2024-06-11
2889,30,10,2024-01-23
4504,10,3,2024-05-12
4088,23,2,2024-07-24
711,3,0,2023-12-11
4724,16,4,2024-01-27
2428,7,0,2023-12-13
2995,11,3,2024-02-08
2488,10,0,2023-12-21
4973,6,2,2024-02-10
1760,10,0,2024-08-04
1667,17,3,2024-02-04
687,26,6,2024-01-05
3474,1,0,2023-08-31
4658,23,0,2023-11-10
2948,4,2,2023-10-24
752,28,0,2024-04-22
3808,22,0,2023-11-15
605,3,3,2023-10-13
2617,23,0,2024-05-17
3261,8,0,2023-09-12
802,9,8,2024-07-07
1755,21,2,2024-01-31
763,8,0,2023-11-25
2973,24,6,2023-09-24
3938,17,0,2023-10-20
3325,6,3,2023-11-16
2618,20,3,2023-09-03
4651,14,0,2024-04-21
1886,4,7,2024-01-08
3357,6,0,2023-08-17
4801,16,1,2024-01-08
4046,10,4,2023-11-09
1034,12,10,2023-09-30
3160,2,4,2024-06-23
4032,11,6,2024-01-03
2257,24,0,2023-08-31
4360,22,9,2024-03-23
3015,21,3,2024-01-09
4047,7,9,2023-11-28
4561,27,1,2023-12-29
3187,14,10,2023-12-24
1682,26,0,2024-03-28
2123,14,4,2024-02-29
360,8,2,2024-05-09
4570,9,1,2024-05-05
2076,23,0,2023-12-04
4602,18,10,2024-03-14
2776,19,3,2023-08-19
3861,4,0,2024-04-26
3397,1,7,2024-05-26
4299,28,1,2023-11-08
4171,3,0,2023-11-28
1995,25,0,2024-02-13
2176,19,10,2024-05-06
1537,6,0,2024-06-26
345,14,0,2023-11-20
40,20,0,2024-05-16
3354,10,4,2024-01-19
2211,14,5,2024-02-13
2035,26,3,2024-06-17
1356,4,4,2023-11-23
1845,14,0,2024-01-01
4655,25,4,2024-05-17
4459,28,7,2024-05-17
273,2,4,2023-10-20
2385,30,9,2023-08-22
2451,26,4,2024-03-30
508,26,3,2023-10-09
3901,24,3,2023-10-13
329,25,0,2024-06-15
4726,20,3,2024-04-28
1545,16,10,2023-10-26
579,8,2,2024-01-13
4982,4,1,2023-12-27
4255,8,5,2024-02-28
990,10,0,2024-01-05
664,23,0,2023-09-17
2716,27,0,2023-12-23
4612,23,1,2023-09-28
3694,9,9,2024-02-07
4588,15,1,2024-04-09
4261,11,3,2023-11-14
2893,24,4,2024-06-16
4219,21,0,2024-07-17
3709,15,0,2024-02-14
2285,19,0,2024-02-26
505,25,9,2024-07-05
4482,5,3,2024-07-19
4924,14,5,2024-07-11
1338,10,0,2024-07-04
3424,25,5,2024-04-19
2948,3,0,2024-04-12
1402,25,3,2023-12-08
371,19,4,2023-09-05
3177,16,1,2024-06-01
2500,5,1,2024-07-28
2311,21,0,2023-12-27
2001,30,0,2023-09-14
4806,26,1,2024-01-13
2792,4,10,2024-02-16
767,29,0,2024-07-11
236,29,0,2024-02-06
4170,6,0,2023-10-17
2264,21,6,2024-05-11
2440,2,2,2023-10-03
3865,24,2,2023-12-30
1079,4,7,2024-06-09
3328,12,0,2024-01-01
2392,15,3,2023-10-19
4940,10,2,2024-01-29
3025,3,5,2023-08-26
3619,30,7,2023-12-25
1958,12,0,2024-07-18
1255,11,0,2024-04-24
4385,19,0,2024-07-27
2790,3,8,2023-09-23
1543,7,4,2023-10-24
165,12,10,2024-07-10
607,24,2,2023-09-27
2184,4,9,2024-06-03
3621,8,0,2023-08-17
1720,9,1,2024-01-09
4466,28,0,2024-07-25
1706,22,2,2024-02-06
4930,6,3,2024-02-05
1404,19,0,2024-06-22
3035,11,2,2023-10-21
637,1,6,2024-05-24
3547,28,4,2024-05-22
614,30,1,2024-07-09
4665,7,9,2024-01-14
680,29,3,2024-02-24
4558,24,4,2023-11-26
4300,21,1,2024-07-10
2652,6,9,2023-11-29
2137,2,0,2024-05-25
2885,29,0,2023-10-21
2841,27,0,2023-12-10
1708,30,0,2024-08-01
4804,14,1,2024-07-18
594,23,3,2023-08-10
2666,22,2,2023-12-10
4559,7,5,2024-02-24
4763,9,4,2023-10-08
3331,30,7,2024-07-21
1414,30,1,2023-09-30
88,8,0,2023-12-09
3975,7,2,2024-02-27
4393,8,9,2024-01-14
4102,8,4,2024-03-22
1268,1,7,2024-02-28
1025,12,0,2024-06-15
4116,5,5,2024-04-19
293,30,4,2024-03-25
4643,3,0,2023-12-03
3751,5,4,2024-06-16
605,18,2,2024-06-19
2525,14,0,2024-01-08
891,4,4,2023-09-18
4078,3,0,2023-10-19
2451,26,6,2023-10-11
4540,24,0,2024-02-09
912,24,3,2024-06-10
1867,9,6,2024-06-27
3941,5,0,2023-08-16
15,2,5,2024-07-21
4528,6,0,2024-04-17
191,12,0,2023-08-23
2190,27,10,2023-09-08
4826,15,5,2024-07-15
3082,28,0,2024-06-27
446,8,2,2024-05-23
1397,12,1,2024-07-06
4035,19,1,2023-10-10
4071,23,0,2024-05-27
2937,29,2,2024-07-11
3672,17,4,2024-05-25
4016,19,4,2024-04-01
1844,20,0,2024-07-24
961,26,1,2024-06-09
4479,30,4,2023-08-27
2423,5,9,2023-12-24
862,6,0,2024-01-18
3876,11,0,2023-09-02
2736,20,4,2023-11-11
1713,27,0,2024-06-26
2979,8,4,2024-06-07
1377,20,5,2023-08-07
2555,10,6,2024-07-17
1619,7,10,2024-07-21
3640,21,2,2023-09-16
4002,30,0,2023-10-12
2958,14,0,2024-07-12
4362,3,7,2023-09-21
1825,30,3,2024-04-05
888,25,0,2024-04-15
2856,27,8,2024-04-11
2224,17,0,2024-01-16
1597,2,0,2024-04-25
280,10,3,2024-06-05
3283,27,1,2023-10-20
3953,2,1,2024-04-19
2038,26,1,2024-02-09
3240,8,5,2024-03-16
2652,5,1,2023-10-27
793,3,3,2024-03-03
660,13,1,2024-06-09
989,18,5,2023-12-28
3629,11,0,2024-07-05
39,16,0,2024-03-09
1817,4,6,2023-11-20
1725,2,7,2023-09-28
3447,28,3,2024-01-01
4131,20,6,2024-07-05
1001,12,9,2024-07-29
2750,25,3,2023-09-25
782,6,3,2023-11-12
4178,20,1,2023-10-13
3659,19,5,2023-08-22
2840,19,9,2024-01-27
157,10,1,2024-02-28
3175,2,7,2024-06-06
3875,11,0,2023-09-30
2575,18,0,2024-07-18
2997,5,3,2024-06-07
1990,3,0,2024-03-26
3497,28,0,2023-10-21
479,19,0,2024-02-16
1033,30,4,2023-08-06
4347,24,1,2023-08-23
500,21,0,2024-06-02
228,1,2,2023-12-09
3513,11,1,2023-11-05
4174,8,9,2024-02-25
4046,27,1,2024-05-13
110,24,0,2024-06-14
3564,30,6,2024-02-14
3907,12,0,2023-12-23
3229,19,0,2024-02-21
3335,17,1,2024-04-05
2243,5,0,2024-06-04
3231,15,5,2024-07-27
3177,26,4,2024-04-21
391,20,10,2024-05-22
41,3,2,2023-08-14
634,15,6,2024-06-14
3401,6,5,2024-02-07
3614,29,9,2024-05-22
2970,20,0,2023-08-06
4640,1,5,2024-02-23
1135,13,2,2024-05-17
4380,7,3,2023-09-30
3316,26,9,2024-01-31
3339,30,10,2024-05-31
4110,24,6,2023-10-16
3391,28,2,2023-10-29
4140,21,0,2023-12-20
1372,19,4,2023-08-25
4830,14,3,2024-02-29
3438,5,10,2024-02-24
1109,21,4,2023-09-11
1393,11,3,2024-05-09
1332,14,10,2024-02-25
950,4,7,2024-04-22
3422,12,5,2024-04-30
3754,11,0,2024-06-08
1815,26,1,2024-06-20
2836,18,10,2023-12-21
770,20,9,2024-05-07
748,12,7,2024-03-21
1922,3,6,2024-05-15
3753,11,4,2024-04-19
3145,1,0,2024-01-15
2944,30,4,2024-02-05
2495,14,1,2024-01-09
3250,13,0,2024-06-03
1812,8,5,2023-08-20
2740,1,3,2024-04-11
2748,24,10,2024-03-20
3341,3,9,2023-10-12
75,14,0,2024-03-14
2673,13,1,2024-01-01
4244,6,3,2024-07-13
231,1,0,2024-03-11
4134,18,3,2024-07-05
1434,19,7,2024-03-02
622,16,2,2024-05-19
3462,6,0,2024-03-28
546,20,4,2023-08-08
3881,16,0,2024-02-01
1299,9,1,2024-01-07
2255,16,5,2024-05-26
4764,20,2,2024-02-28
1067,28,5,2024-02-08
3716,26,4,2023-11-30
830,2,2,2023-09-07
3660,14,4,2024-03-20
80,9,7,2023-09-08
3455,1,0,2024-07-12
1596,11,0,2024-06-01
3787,16,1,2023-09-18
1692,27,8,2023-09-24
4766,20,10,2024-04-25
493,11,6,2023-11-09
1960,2,3,2024-05-27
324,2,6,2024-04-04
3304,20,0,2024-05-20
4573,2,0,2024-04-30
1017,16,3,2024-04-25
2425,16,1,2024-01-28
4049,22,4,2024-01-14
1915,7,4,2024-01-17
3266,21,3,2024-05-28
2124,4,1,2024-05-29
3826,2,5,2024-04-01
1774,1,2,2024-04-02
3378,24,6,2023-10-09
3550,17,0,2024-02-17
3978,16,6,2023-11-03
4688,6,4,2023-11-21
3495,6,4,2024-06-08
2621,21,2,2023-09-14
4721,27,0,2024-03-18
3805,8,0,2024-03-19
2113,15,0,2024-04-03
4734,7,0,2023-09-01
3536,29,8,2023-10-06
315,26,10,2023-11-26
2376,12,1,2024-01-14
2218,7,5,2023-10-28
208,24,10,2024-03-24
2424,26,4,2024-03-28
3145,16,0,2024-04-13
4391,15,0,2024-03-23
3576,27,3,2024-06-30
1291,20,3,2024-02-25
2906,21,3,2024-07-28
3175,26,0,2023-10-17
2411,1,0,2024-07-20
2629,14,0,2024-02-17
4754,13,8,2024-04-26
450,26,4,2024-07-27
1672,21,2,2024-02-25
969,23,9,2023-11-16
2535,6,1,2023-08-19
3708,25,8,2024-03-25
1088,26,4,2023-11-25
1687,22,8,2023-12-15
3576,21,3,2023-08-13
1057,16,0,2024-03-17
2402,12,5,2023-12-30
262,25,0,2023-12-29
645,25,0,2024-04-15
1463,9,3,2023-10-14
3440,19,0,2024-03-21
123,19,2,2023-10-19
231,2,2,2024-06-22
4641,23,0,2024-02-27
4268,20,7,2024-03-04
3903,20,5,2023-10-21
1471,25,2,2023-10-31
97,1,3,2024-03-16
2485,3,2,2023-09-01
3258,3,4,2024-06-01
97,14,3,2023-08-25
4787,2,4,2023-11-08
2895,23,8,2023-12-26
2978,25,3,2024-05-30
4686,9,1,2024-03-28
2412,8,2,2023-09-11
3357,13,2,2024-05-29
4527,29,2,2024-02-19
826,6,7,2024-06-21
202,21,5,2024-06-20
2176,17,3,2023-11-11
3569,28,3,2024-04-06
2640,9,2,2024-07-07
1924,28,4,2023-09-19
25,7,2,2024-04-25
4486,9,6,2024-08-01
2299,26,0,2024-04-19
848,14,0,2024-02-02
1973,2,2,2024-03-10
2592,4,0,2023-09-19
4371,28,4,2024-05-27
2262,7,3,2024-02-09
2136,19,2,2024-04-02
1090,9,6,2024-05-16
3171,28,0,2024-02-06
1775,12,0,2024-05-18
3059,22,0,2024-05-04
2208,20,3,2024-01-31
4637,8,0,2023-10-13
2043,23,2,2024-07-11
4193,2,0,2024-04-04
1108,22,3,2023-09-07
3976,14,0,2023-09-23
468,5,9,2024-05-06
225,21,7,2024-02-09
4972,16,8,2023-11-05
4825,25,0,2024-05-21
2225,29,1,2024-03-17
2971,13,5,2023-10-04
2755,8,7,2024-01-16
840,1,3,2023-08-17
2278,25,9,2023-11-23
1442,10,0,2024-06-14
2598,23,1,2024-01-01
4107,22,6,2023-11-26
3651,3,2,2024-02-28
2254,11,0,2023-12-29
4151,17,0,2024-06-09
614,2,3,2024-06-08
2685,30,0,2023-08-31
2026,24,0,2024-03-17
3394,13,8,2024-01-30
596,3,0,2024-02-18
1674,17,0,2024-01-22
3005,23,3,2023-10-24
2859,26,0,2024-01-10
4207,2,0,2024-01-22
1930,19,0,2024-05-24
856,3,0,2024-02-27
979,28,9,2024-04-10
2702,17,0,2024-04-06
1038,14,0,2023-10-16
3725,1,0,2023-12-12
2948,18,2,2023-10-24
4433,17,1,2024-07-12
3133,21,4,2023-08-14
4756,30,4,2023-12-25
3612,4,3,2024-04-07
2765,9,1,2024-06-29
409,4,3,2024-01-11
3768,3,6,2024-04-07
750,14,1,2024-02-09
4542,9,0,2023-11-08
2232,3,2,2023-08-17
783,24,5,2024-05-28
4031,7,3,2023-11-17
1468,20,0,2023-08-18
3114,22,0,2024-06-19
2814,14,9,2023-10-06
945,1,4,2024-06-27
2554,27,9,2024-05-08
1211,20,0,2024-03-10
1325,8,2,2024-05-20
2253,11,9,2024-06-21
3138,3,0,2023-10-06
4432,18,0,2024-01-12
384,28,2,2023-12-31
4789,20,7,2024-04-29
3733,26,5,2024-07-12
486,1,2,2023-08-13
4438,6,5,2023-11-27
970,26,9,2023-10-30
3768,15,5,2024-05-29
4707,10,9,2024-07-07
2614,1,3,2024-01-20
1711,14,5,2024-07-02
4417,28,4,2023-11-23
4501,7,1,2023-10-21
1349,19,0,2024-01-24
2015,4,10,2023-12-07
1796,11,4,2024-07-24
4532,28,3,2024-07-23
1551,25,8,2024-02-10
2559,5,9,2024-05-11
4581,12,3,2024-06-12
25,4,4,2024-04-19
2237,24,3,2024-03-10
4649,14,0,2024-05-24
4416,20,9,2024-02-01
4485,2,4,2023-12-06
2506,7,0,2024-05-10
1992,5,3,2024-06-10
2476,5,0,2024-01-13
4406,7,5,2024-05-02
1851,19,1,2024-04-21
3664,11,10,2023-12-09
3160,7,6,2023-09-15
178,5,0,2024-07-21
2428,8,4,2024-02-15
3682,3,7,2023-10-04
4084,6,3,2023-09-22
1152,20,4,2024-06-05
848,10,0,2023-09-24
2203,3,0,2024-01-03
4467,28,0,2024-03-27
1320,17,10,2023-11-26
4936,18,5,2024-01-06
711,4,1,2023-12-14
305,2,10,2023-12-16
3945,20,2,2024-07-01
2315,3,1,2024-07-27
3530,19,9,2024-06-23
2394,10,1,2023-11-22
3753,2,0,2023-09-21
2699,14,0,2024-01-12
15,20,0,2023-08-08
2590,12,5,2023-09-14
2347,14,0,2023-09-20
4366,25,9,2024-02-15
4121,20,10,2023-08-05
33,2,5,2024-05-26
170,18,1,2024-07-03
2912,8,0,2024-04-16
4156,7,1,2024-08-01
3821,16,1,2023-10-10
3618,19,0,2024-05-28
3256,18,1,2024-06-25
673,29,0,2024-07-26
2394,24,1,2024-05-04
4047,5,2,2024-07-19
2730,24,8,2023-09-30
2046,27,1,2024-03-13
4892,6,4,2023-12-18
2527,9,4,2023-12-08
1730,4,2,2023-11-25
320,17,0,2024-06-16
863,5,5,2023-11-16
1374,7,0,2024-07-19
3651,13,0,2023-08-09
4627,5,7,2023-10-01
1436,27,2,2023-12-17
4620,3,4,2024-04-30
2649,28,0,2023-10-28
2757,21,8,2024-03-13
4386,21,0,2024-08-02
4306,25,10,2024-02-11
2624,12,1,2024-03-18
1083,1,8,2024-06-13
1490,18,5,2023-11-04
497,16,8,2024-05-10
1825,17,2,2023-10-08
570,11,0,2024-03-18
4067,22,0,2024-08-02
2955,3,9,2023-12-29
4705,25,4,2023-12-20
4959,22,5,2024-03-27
2171,2,0,2024-04-25
753,30,5,2024-02-29
3361,15,0,2023-12-17
2483,22,0,2023-10-11
1472,11,6,2024-03-18
317,3,8,2023-08-12
2845,25,0,2023-09-20
3090,19,4,2023-10-31
4378,3,3,2023-10-10
2027,25,0,2024-02-10
3960,8,4,2023-12-15
455,1,0,2024-06-22
4079,20,0,2023-09-14
484,4,3,2024-04-16
3244,17,3,2023-08-20
1783,25,1,2024-03-02
1808,14,0,2023-08-29
4216,18,8,2024-02-03
4039,13,7,2024-02-06
1282,1,1,2023-12-02
1123,14,3,2024-04-26
2750,23,3,2023-12-06
1500,14,2,2023-09-03
924,8,0,2023-12-15
2988,14,1,2024-04-26
4002,11,2,2023-12-03
808,4,2,2023-09-27
1019,12,8,2024-03-08
4396,28,10,2024-06-15
1311,1,1,2023-08-08
2598,17,4,2023-10-19
3776,21,4,2023-12-30
3383,28,6,2024-03-28
784,17,4,2024-02-27
3599,14,2,2024-06-06
848,6,3,2023-08-19
194,28,2,2024-01-08
1279,9,0,2024-05-04
1207,6,7,2024-04-25
3222,30,4,2024-01-19
1481,11,7,2024-03-24
1407,21,5,2024-02-27
3348,12,0,2024-07-30
455,26,0,2024-01-16
